text,author,date,stars,trail,source
"
 My home trail because I can stumble out of my front door and be on it.  I love it for its location, but it is not very technical.  It's great for an after-work ride to get your heart pumping...you're not likely to build too many skills here, especially because the people maintaining it seem to pride themselves on their ability to make it easier and easier...very disappointing!  Used to be some challenging areas and obstacles, but it seems that every time I return, they've taken something else out.  Most recently, they cut down a beautiful big tree that presented a challenge to get under....what's next, are they going to pave it? ",suppo165,"July 13, 2012",2.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 My home turf bike ride and first mt singletrack. I went a few days after a tropical storm and there were many branches, small trees down so  the experience was dampened some. Otherwise fun challenging track with lots of twists and loose sand, and roots. Surprisingly hilly for a Florida coastal area. And the beach is right next door if you want to cool off. Headed to Wisconsin lake region next... ",jaxfrog,"June 12, 2012",4.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 This is a great place for a workout, it'll build your cardio no doubt. Other than that the trail is very sandy and tons of roots which drains all the fun out of the trail. This place has tons of potencial but not much is being done to make the trails better.   ",synndakitt,"May 10, 2012",2.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Good for a day rides since it's close by but boring scenery and lack of dedicated mountain bike obstacles make it kinda bland. Otherwise, a good ride for a workout. ",ms3jon,"April 8, 2012",3.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 this trail is not just for beginners. there are two sides to the park and the right side is definitely more technical than the left side. You'll get a decent workout for those who are beginner-normal skill level. those with advanced levels will see it as a light trail.  LOTS of roots! a few hills, drops, tiny bridges over creeks, one random little wooden bridge in the middle of the trail away from any type of water (weird). it's a fun park to increase your beginner level skills for sure.  ",phil325,"January 11, 2012",4.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Halfway decent trail for training but would MUCH rather make the 45 minute drive to Ft Clinch or 1 hour drive to Graham Swamp (I live near San Marco). If this trail were designed with 5 miles of trails instead of 10, I think it could almost be fun. Other than ""twister"" there is really no flow whatsoever to this trail. Fine if you're training for technical or just wanting to stay in shape, but overall about a 5/10 to me. * Review edited 12/31/2011 ",jeffrey_j,"December 31, 2011",2.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Hanna Park trails can be very fun, a little more advanced than beginner if you want to push yourself.  Good training ground to get ready to visit some of the nicer trails in Florida. Well worth the trip if you either are visiting or from the area.  Fairly good maintenance on the trails, watch for the sandy spots during dry spells, it is at the beach after all.   ",conspearasea,"October 9, 2011",4.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 I have ridden this trail many times and I would not classify it as beginner. It is full of washed out roots and sandy turns. It is a great after work ride and I have to give it to the guys that maintain them...it seems like mother nature is always conspiring against keeping this trail smooth and fast. Rode this today and there are several downed trees that need to be cleared...watch out...some are low hanging. Trail is otw in good shape now...but won't be after the Xtrerra race in August. ",Michael Paul,"July 4, 2011",3.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 first time in 10 years. Had a hard time findingv the beginner trails. Still lots of fun! A little dry so some sandy area's, but not bad. ",JMHZ2401,"April 23, 2011",4.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 The best discription of the trails at Hanna is fun!  The trails are not very difficult, but are tight and full of roots.  This is a great place to ride especially after some rain.  I Hanna twice last week and conditions were great.  There is a new SORBA chapter in JAX working on the trails and with the park to make improvements.   ",tyonkers,"April 4, 2011",3.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Rode all 10 miles this weekend. Not very technical but some fun, open sections and small climbs/descends . Lots of sugar sand, but it has been very dry lately. Not technical but fun. Great workout.  ",sevendaysoff,"June 29, 2010",4.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Great mt bike trail for this area. good workout, and a fun place to camp, ride, and enjoy the beach. ",FL_Biker904,"March 22, 2010",4.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Nice trail for a non-challenging ride. Some tighter turns, and nice fast swooping sections. Get a workout in. Can be a little sandy.* Review edited 11/24/2009 ",GoKite5,"November 25, 2009",2.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Coming off a long hiatus from biking this park provided a great place for an ""old beginner"".  We camped in the park for 3 days and rode two of them covering almost all of the trails. There's essentially two biking areas, one that starts right near the entrance with a bunch of small tighter loops and another longer trail that goes around both lakes, the campground, etc encompassing most of the park.  I personally enjoyed the longer trail being less technical but offering the opportunity for more speed and smoother riding.  All in all it turned out to be a great start, the camping area was pretty nice, the bathroom not great but usable and all the staff we met there were friendly. ",robwas,"February 26, 2009",3.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Sigle track, good for cardio...Local shops just recently got together and held a trail maintenance day..They did a great job of clearing and adding some limestone and gravel to the sandy sections, plus a few wood crossings ",brec127,"December 7, 2008",4.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 I'm Southeast GA., so this is the closest trail where I can spend at least four hours riding.  Well ridden trails, easy to navigate, and provides a challenge.  Spend a weekend at the campground...take the ferry over to Ft. Clinch and back.  You will have a great weekend biking and beaching. ",SSSORT,"October 14, 2008",4.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Updating the Official City of Jax trail map link showing named trails, since the COJ site has recently changed:
 http://www.coj.net/Departments/Recreation+and+Community+Services/Recreation+and+Community+Programming/Recreation+Activities/Hanna+Park/Bike+Trails+Map.htm ",EZ-E,"January 11, 2008",0.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Due to heavy rains VERY sloppy.  Will be a couple of weeks before it dries out. ",hazbiker,"October 9, 2007",4.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Ok riding.  Lots of freakin' roots.  Trails are NOT well marked.  Trails are also two way.  Don't go out of your way to go here, but if your in the area it's a descent cardio workout.* Review edited 4/15/2007* Review edited 4/16/2007 ",Allen_,"April 16, 2007",3.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Current full park access is $3.
""Hanna"" has always been a popular local trail for a fun after-work ride, about the oldest and most established in the Jacksonville area.  Being so well-used is one of its attributes...lines are worked in well and, in normal conditions, about 90% of the parks trail surface is packed down to a firm base from the constant bike traffic.  While it is a pretty consistent and dependable ride just about any day of the year, the trail is at its very best when ridden a day or two after a rain, this tends to ""pack"" any sandy sections of the trail down extra well.  Total ascent for the core trail is about 160ft over approximately 8 miles. Suggestion to the powers that be in Jax: If park and city management would allow it, Hanna would be an ideal trail to build in more obstacles using wood and stone: bridges, small drops/ramps, rock gardens/riprap, wood constructed ladder berms, log jams, see-saws, etc...whatever the management will allow within constraints of liability.  All of these could be options and maybe placed in the sandiest sections to get the riders up off the loose stuff.  Given that is a designated MTB trail separate of the hiking trails out there AND the large following of riders who use Hanna, this could really put Hanna on the map as not just a lifeline to a MTB-starved community.  Hanna Park was one of the first trails I ever rode on 26"" wheels circa 1991.  We've also made weekend trips out there: setting up camp in the well appointed full-service camping and RV sites, biking, canoeing/boating, fishing, swimming in both the ocean and lake, etc.  FYI...there is a great primitive campsite right off the ""Trestles"" trail on the North trail section.  The one thing that has always been a shame about Hanna is the lack of ongoing local support for organized trailwork there - not saying there aren't concerned individuals who have taken care of her through the years.  But, for the large numbers of locals who depend on Hanna as their only in-town trail, one would think it would be maintained so much better than it is with regular trailwork days.  Part of this responsibility lies with the grassroots efforts of the local bike shops, some have championed the cause intermittently but support has always been here today-gone tomorrow.  Sad for the primary trail in the immediate area that justifies the sales of their mountain bikes.  If I still livedin town and saw some trailwork days posted at my local bike shop, better believe I would pitch in and appreciate the shop for taking an interest in my sport after the sale. Here's the Official City of Jax trail map drawing showing named trails:  http://www.coj.net/Departments/Parks+and+Recreation/Recreation+Activities/Hanna+Park/Bike+Trails+Map.htm* Review edited 2/13/2007 ",EZ-E,"February 13, 2007",3.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Strictly for beginners. This trail offers no challenge however it is well maintained and biker friendly. There are no elevation changes at all, no obstacles or challenges anywhere on the entire trail system. Great trail to learn how to ride and get a workout. If your looking for a thrill look elsewhere.  ",deesnats,"October 3, 2006",2.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Fast twisty singletrack -- some parts of the trail have good flow and nice berms. Other sections are fairly rooty and tight - nothing I would call technical, though. Biggest fault I can find with Hanna is the sand -- there are some sections (like Misery) that have extended stretches of sand. Other parts of the trail are essentially sand-pits. Not a big deal though and definitely not a deal breaker.  ",ositoking,"September 23, 2006",4.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 This is a fun trail. Even the expert trails are not that hard most was ridden by my 8 year old. My 10 year old was able to ride most of it aggressively. It was broken up so if the younger guys got tired they could break off and rest. A really good time. ",tleake,"June 12, 2006",4.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 This was the first place I have been mountain biking. It was challenging but fun. Great for first-timers. ",TylerPro,"April 23, 2006",4.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 An OK trail. Fairly simple. Mostly flat. Parts haven't been used much--grown-over. I managed to find 9.5 miles. Roots. Switchbacks. Shared with campers; saw small children wandering around (dangerous). Parking $3.  ",toolba,"March 11, 2006",3.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Start at the beginning of the trail through rasberry court, then the grunt, next Switchback A and B, finally finish with Misery or Z.   In summer, Z is filled with those banana spiders ",mercery,"November 2, 2005",3.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Pretty good bike trail, tight singlet rack, roots & by the beach some decent climbs & drops!! not too shabby. ""seven"" ",charlie,"June 1, 2005",4.0,Unknown,https://www.singletracks.com/bike-trails/kathryn-abby-hanna-park/
"
 Overall, nice flat trails...great place to test out new equipment prior to heading out on lengthy, remote long distance rides. ",dean.kuenstler@gmail.com,"June 20, 2017",4.0,Unknown,https://www.singletracks.com/bike-trails/orlando-wetlands-park/
"
 Restroom and picknic facilities are provided at the trailhead/parking lot area.  Do bring your sunscreen though, no trees covering the main trails which are berms that separate all the restored wetlands.  There are some good & fun trails through the woods, but they are marked ""no bikes"" and can be muddy.
Great scenery rating for Florida wetlands and amount of birds & alligators that it's possible to see.  Fun, leisurely trails. ",thegator,"April 7, 2008",3.0,Unknown,https://www.singletracks.com/bike-trails/orlando-wetlands-park/
"
 Free admission, bathrooms, water fountains, picnic tables. Berm trials follow around the marsh. Lot's of wildlife and good scenery. Perfect for beginners or families. No hills or obstacles. Keep in mind there is no shade on the trail.  * Review edited 9/16/2007* Review edited 9/16/2007 ",timmhynes,"September 16, 2007",4.0,Unknown,https://www.singletracks.com/bike-trails/orlando-wetlands-park/
"
 -Proper MTN bike trail is a 5.4 mile loop. Not sure where 14 miles came from unless you count riding all the roads in the park.
- Trails are divided in two equal sections on either side of the main road. There is a marsh side trail and a beach side trail. Both are pretty similar in length and terrain.
- The trail is singletrack but plenty wide enough for passing very often and lots of spots have multiple line choices.
- It's not as flat as you might think it would be. It's nearly always going up and down. Although not super technical there are several short steep sandy climbs with exposed roots that can catch you out if you aren't careful.
- Trail runs in one direction and that direction is changed at a regular interval ( every 6 months or a year I think).
- The park is very narrow and therefore when you are on the trail you are never really far away from the main road that runs the length of the park.
- Lots of places to park but most people seem to park at either the entrance or at the fort. This is mainly for security reasons as state parks are known for being subject to criminal activity around unattended vehicles
- Extremely fun trail that flows and rolls all the way around for the most part. A few tough short steep  climbs here and there. A good trail for beginners and a fun trail for even advanced riders.
- Beach access in the park and other cool things like the fort itself and lots of water and marsh vistas. ",dag221,"December 31, 2018",5.0,Unknown,https://www.singletracks.com/bike-trails/fort-clinch-13749/
"
 Cold, windy for N Florida.  Trail was great, little muddy but packed sand ",Dugan,"January 2, 2018",5.0,Unknown,https://www.singletracks.com/bike-trails/fort-clinch-13749/
"
 Very good lots of hills ",Jece,"December 10, 2017",4.0,Unknown,https://www.singletracks.com/bike-trails/fort-clinch-13749/
"
 This is an excellent flow trail that rides like a roller coaster through the woods.  It has good drainage so it can be ridden after a rain storm. ",Richard Shoop,"May 13, 2018",5.0,East Cadillac,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 If you ride it west to east, it isn't a big deal.  However, when you ride it east to west, it has a lot of climbs that wear on you and make it challenging. ",Richard Shoop,"May 9, 2018",3.0,Loblolly Loop,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Short, but is always a good time. I usually hit this trail after riding the East Cadillac trail. It seems to be a lot more fun when you're heading East-to-West direction. Some decent roots sections, cool scenery that feels prehistoric at times, and never crowded. You can ride the West Cadillac trails to Bill's Trail, over the pedestrian bridge (worth checking out if you haven't seen it..it's big and over a railroad track), then connect to the East Cadillac trails, making a giant loop of really fun trails. ",xbd,"March 12, 2018",4.0,Bill’s Trail,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 This place is the bee's knees. There are water fountains, a warmup pump track, a    long tree-balance beam, bikewash station, and bathrooms all in the parking lot (also a kids playground and picnic tables for the rest of the fam). The trail itself is great, probably my favorite loop in Tallahassee. Has a great flow to it, plenty of roots and dips, a few fun obstacles randomly throughout, a decent drop-to-slope which dumps out onto the natural bridge between two lakes (beautiful, especially near sunset), a technical concrete descent,  and all around beautiful scenery. Easy access to West Cadillac trails, Bill's Trail, and JR Alford Greenway trails (all of which are fun and worth the trip). All n all, I love this place and is usually my go-to for afternoon rides. ",xbd,"March 12, 2018",5.0,East Cadillac,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Nice, fun little flowy singletrack section that runs along one side of Lake Lafayette. Using Bill's Trail, you can circumnavigate Lake Lafayette in combination with Cadillac Trail or the multiuse trail. On weekends though you will encounter a lot of walkers on this section so go during the week or earlier on a weekend day for max enjoyment. ",KatzenJammer,"January 27, 2018",4.0,Bill’s Trail,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Being somewhat of a noob this was a tough track. Got gassed pretty quick but there was  lot of challenges that would be piece of cake to more experienced riders ",Ron Williams,"December 8, 2017",4.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 It has been raining, so the trail is soft in places and the roots are slick. ",Kenny Koon,"June 13, 2017",4.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Lots of tree roots but something for everyone. Lots of features on trails. Good connections with other trails. ",Adam Alterman,"December 27, 2016",5.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Direction to this trail within this app actually take you to a different park that connects to the Cadillac trails and then to Tom Brown. However, some of the best trails I've ridden in Florida to get to Tom Brown. I ride Santos regularly and these trails have a different flow and feel which is a awesome change. ",Scott T. Cramer,"November 7, 2015",5.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 nice twisty singletrack.
wally wall is just icing on the cake. ",rocketbracket,"September 28, 2015",4.0,Magnolia,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 good warm up / spinning section ",rocketbracket,"September 28, 2015",3.0,Loblolly Loop,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 This trail has almost everything for mountain/trail rider. ",rocketbracket,"September 28, 2015",4.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Awsome trails, great inclines and drops, great pump track. Lots of fun must do if in the area. Best trail system in Tally. ",29r Frank,"September 27, 2015",5.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 probably my favorite section of cadilac real fun with some technical stuff if u want it ",aewynn0915,"July 3, 2015",4.0,East Cadillac,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 I've been wanting to go here for about 5 years since I live in Jacksonville (just over 2 hour drive) and it's definitely a fun trail. Like I usually say for anything more than a 2 hour drive away...drive north for 4 hours and you can get not only fun trails, but AWESOME trails. That being said it will be a while before I head back, but would like to visit again one day. If I lived in Tally would love having these trails close by! ",jeffrey_j,"June 20, 2015",4.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Pretty decent little trail to loop together with East & West Cadillac, maybe part of Alford Greenway or even Fern Trail and Kohl's Trail nearby. Subtle climbs, some roots but not overly technical, anything major has a bypass next to it. ",krow272,"May 26, 2015",3.0,Magnolia,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 This trail is decent but really short. The description states 5 miles which seems about right. You can ride around in circles to try to add more miles. A lot of this trail is BMX style with really tight little turns winding back and forth through the woods, trying to add mileage to this little trail system I guess. It's worth riding if you're in the area. ",climb_head,"May 7, 2015",3.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 This is a great spot for riding in Florida, glad I hit this up on my way through Tallahassee. The trail has nice flow for getting up speed as well as several manmade features along the ride that advanced riders will enjoy. If you get the chance, don't miss it! ",sprodj,"March 4, 2015",5.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Lots of fun packed in these trails.  Singletracks have options for ""expert"" riders or easier ride arounds that allow everyone to put in miles.  Plenty of roots, rocks and drop offs to keep everyone entertained.  Also available is a wide smooth doubletrack trail for raw beginners or anyone looking for a casual ride. ",Hap Proctor,"December 5, 2014",4.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Love this system.  It sits in the middle of several trails (both dedicated and mixed use) of varied difficulty.   If you're looking for a tight, technical track, a free ride area, or just some relaxing cross country riding, this is a very good location. ",VPJ,"September 14, 2014",4.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 this is a great trail system you can start at buck lake near swift creek follow the cadilac trail to piney z and then go all the wa to tom brown park and back once your at tom brown there is a lot to do so you could spend a whole day out there ",aewynn0915,"July 4, 2014",4.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 I did a collegiate race here and I was surprised Florida actually had some decent mountain biking. While there are no real climbs, it has some really memorable sweet sections. I do recall sliding everywhere on some of the  sandy turns, but that Florida mtb! ",mtndew24,"May 7, 2014",5.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 this is my fav in Florida. Don't skip everything TB has to offer:
Flowzilla, Lafayette, Cadilac... it's all fun, ",Uberjody,"March 25, 2014",5.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Fun trail to ride ",Alex-f22,"March 17, 2014",5.0,East Cadillac,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Great trail! ",Alex-f22,"March 17, 2014",5.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 First time at Tom Brown up from Ocala where Santos is the daily trail. Loved this northern system reminded me of getting into Georgia trails. Good climbing with some fun technical with options for intermediate riders to choose. It was a cool brisk day at 52f but made riding fun. Loved the newer obstacles! Fun day but drive was long. Worth it if you've never been. ",AllMtnDiva,"January 2, 2014",4.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 I did FSC 1 after a rain storm came in. It dried out fast and provided a lot fast and twisty section with technical roots. The right mix between climbing and descending. ",Floridamtbtrider,"July 9, 2013",5.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Great trail system no doubt. Has a lil of everything it from beginner to frame breaking jumps. Hats off to Tally for having a great trail system at Tom Brown and for the work that continues on it. ",cyclingpops,"December 1, 2012",4.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Love this trail and can not wait to make the trip back up to Tally to ride it again. This trail is super fast and has great flow. Fun for all levels. ",Peresite70,"September 25, 2012",5.0,East Cadillac,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Had a super sick fun time on everything that I rode on here, from Wally World, the Cadillac, to the pump track!!! Videos and pictures do not do this place any justice... Tom Brown has great flow and is super fun... So if your planning to make a trip here you won't be disappointed!! ",Peresite70,"August 19, 2012",5.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 The BEST ride in North Florida, period point blank.  They've added numerous new bridges, planks, and wooden berms that are 10 feet high!  This track FLOWS better than Alice at Mel's diner.  If you've not enjoyed Tom Brown, you're missing out. ",RCQuinn1972,"July 29, 2012",5.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Lots of fun- definitely an ""intermediate"" trail with a few technical challenges...including one drop-in on a downhill, and one steep technical descent.  I'll be back! ",suppo165,"July 13, 2012",3.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Not very technically challenging, good for a good cardio workout. ",,"May 15, 2012",3.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Upon leaving work in the afternoon, I take pause to praise the bike Gods for allowing me to live so close to this gem. The Magnolia trail system has a lot of fun turn abouts and connects to the Kudzu and gun range platforms.  There is a newly added ""Wally world"" bit which is a raised vertical berm which I especially love. On the other side of the Magnolia trail heading east across the gravel path lies the more technical Cadillac trail.  This trail has a few advanced sections and new boarded additions compliments of Trail Dynamics.  Approaching the East end of the Cadillac affords one the chance to cross the river north towards the alfred greenway, or if ambitious enough, towards the Micc. Greenway about 6 miles away. The only caveat is that there is a surplus of walkers/joggers on the bike trails.  I even saw some fool riding a motorcycle on the bike trail recently. ",YetiConquest,"April 12, 2012",5.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 A very fun area! Have trails for all skill levels! Bring a change of clothes, a lunch, and you can enjoy a full day out in the park; packed with trails, open fields, sports recreational areas, and play grounds- this place is an absolute blast! ",,"March 27, 2012",5.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Second time to ride this trail and it is a gem in the middle of the panhandle. The trails are well maintained and feature a good mix of flowing singletrack, natural technical features, small jumps, manmade features, and a few advanced sections. One gripe: several really nice advanced sections were removed or neutered since I last rode it...why? There are options for alternate routes? It looks like a jump park is also being built, which unfortunately supplanted a nice little techy section o'trail to make way for it.  ",Michael Paul,"February 27, 2012",4.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Tom Brown + Cadillac is a ride I never get tired of.  It has just the right combination of everything.  For the weight-weenies out there, I don't carry water because you come across a drinking fountain four times on the ride.  Be careful! It can be deceptive.  Some days I don't wreck, but if you're not vigilant you can have some bad spills.  If you visit Tallahassee, THIS is the trail you want to ride.  Try the alternate path instead of the Kudzilla flow track and you will add another 8 minutes of speedy/fun trail, unless you're dying for some jumps.  At the end of the flow track is another jump park.* Review edited 1/23/2012 ",colpotatos,"January 23, 2012",4.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 This is a great beginners trail, at 1.8 miles out and back, and perfect for the person who wants to get off the fire roads or multi-paths and give single track a try. ",XSpec,"July 6, 2011",3.0,Loblolly Loop,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Unofficially Cadillac Part II, the other end of Cadillac is past the bathrooms, a right down the dirt road through the wooden fence and up the trail on the left (will eventually spit you out at Tom Brown Park). There are two double diamond jumps a ""downhill rock garden"" couple of seesaws and they seem to add stuff every few months. Great trail for intermediate to expert skill level. The ENTIRE cadillac trail is roughly 5 miles give or take   ",limetownjack,"July 6, 2011",5.0,East Cadillac,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 One of my favorites in town but I wish it was longer than 2.44 miles. Trail starts of mild, but quickly you get more difficult/expert sections and it seems every time I ride there is a new feature or obstacle. The trip back is the best part though with lots of ups/downs, tight turns, and more! ",XSpec,"July 6, 2011",5.0,East Cadillac,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Tom Brown Park is a great place for everyone.  Mostly has flowy up and down singletrack, Some rooty sections on Cadillac, A Bmx Track, and an improved DS course (kudzilla) that is a blast to ride. Definitely recommend this park for anyone looking to have a good time. Not too much technical riding for the experts, but still plenty of things to have fun on. ",wheelieboy,"March 29, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Very cool place. some of the best in florida. I had a ball riding here. traveled 2 hours and it was worth it ",connorbug1,"February 2, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 The multi-use trail has some nice cardio hills, but nothing majorly challenging. The Magnolia section is a blast, and Cadillac is awesome as well. Ride the whole area and it's a good workout. I had no issues with any of the trails; I heard people say it was technical, but it isn't as difficult as Alafia or some of the trails at Santos. ",rich67,"March 28, 2010",4.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 There are a lot of miles of single track here and everything is well maintained/marked. If you live in southern Georgia, then Tom Brown is probably your best choice for a weekend outing ($3.80 a gallon?!). This trail system is a blast and there's something here for beginners and experts.* Review edited 4/10/2011 ",limetownjack,"September 8, 2009",5.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 nice trails. a great combo of tight turns, flats, roots, and short up/downs.  trailhead is well marked, as well as entire trail. ",rodrodriguez2003,"May 31, 2007",4.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 This trail will challenge anyone. Very packed and tight. There are tons of sections of this trail that flow very nicely. You can find thrills in some drops ladder bridges, ramps and launches. Toward the end of the trail there is a drop off about 4 feet deep into an inclined landing area totally awesome. This trail system will thrill you.  ",deesnats,"October 3, 2006",4.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 These trails have something for everyone. The Magnolia/K9 loop is pretty flat and great for begginers. The Gun Range loop has a few short steep hills and a twisty section in the woods near Easterwood Drive. The Ravines loop is the toughest and it has some spots where begineers will want to dismount and go around. It has a nice log bridge engineered in the middle if the goat fence is not up. There is the flat, paved Goosepond Trail if that is your style. There is a also a dedicated BMX tracks with jumps.  ",ositoking,"September 23, 2006",4.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 Sections of the trail use a continuous hillside and ravine next to some RR tracks.  Tight, flat singletrack through small trees, some decent climbs for FL, one part that has drop-ins on three sides of about 10-15ft high and a fairly steep angle make for a fun spot.  Trail is fairly well-packed clay/sand mix in most spots. Fun trail...also did a race here - you have the park with restrooms and a big grassy field to chill after your ride. ",EZ-E,"July 19, 2005",3.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 this trail has always been a great place to race. the start is always a bmx start to g grouling finish. its very enjoyable winter to spring.    ",mountainbke_bro,"December 2, 2004",3.0,Unknown,https://www.singletracks.com/bike-trails/tom-brown-park/
"
 UWF trails are a great workout. With multiple color coded trails to follow. I just did the red trail and that was 9 miles and I could feel the burn afterwards. Lots of uphill climbs for a good cardio workout. Trails are well marked and difficulty is just enough that you need to pay attention or end up down in the scrub oaks. Be sure to carry enough hydration material of your choice you'll need it and if you go early it will be cooler but you'll be the daily trail blazer and catch some nightly built spider webs. ",barrywaskom,"June 2, 2018",5.0,Unknown,https://www.singletracks.com/bike-trails/uwf-mountain-bike-trails/
"
 Trails are owned by University if North Florida.  I started off going backward but eventually figured it out and the trails flowed nicely with steady climbs and fun descents. Some technical trails and there were some more advanced trails but I was going the wrong direction so was not able to really navigate properly. Recommend. And would do it again. ",J. Strohs,"May 10, 2018",4.0,Games Loop,https://www.singletracks.com/bike-trails/uwf-mountain-bike-trails/
"
 Trail was very dry with lots of pine needles which created some slippery spots. There were a few sandy spots that were not too bad. There was one giant sandy spot that is bad. Otherwise the trail was in good condition. Fun trail to ride if you are in the area. ",Seymore Braap,"May 8, 2018",4.0,Unknown,https://www.singletracks.com/bike-trails/uwf-mountain-bike-trails/
"
 Great trail system with technical challenges and elevation changes.  The Games section has a freeride section for advanced riders.  The main section has great diversity with enough elevation changes and roots to keep it interesting.  Whiskey Tango Foxtrot is a great advanced trail on the main side.  Definitely not to be missed if in the area! ",acrmedic,"March 26, 2018",5.0,Unknown,https://www.singletracks.com/bike-trails/uwf-mountain-bike-trails/
